basalt	joint	1	g is for the giant s causeway giant s causeway northern ireland s most spectacular tourist attraction is a prime example of columnar jointing of a basalt lava flow	basalte	commun	1	elle est dure , a une température de 0 à 1 500 °c et se compose essentiellement d une roche volcanique très commune : le basalte
magma	reservoir	32	magma that erupts from the flank of a volcano must first flow underground through one of the volcano s rift zones , sometimes traveling more than 30 kilometers from the summit magma reservoir before breaking the surface	magma	réservoir		
scoria	cone	1	the mare lava flows are associated with a number of volcanic vents , in the form of domes and scoria cones	scorie	cône	1	les cônes de scories ici , au piton de la fournaise , île de la réunion s édifient à partir des fontaines de lave
scoria	cone	2	strombolian pyroclastic activity began at the site the following day and by the end of the day it generated a 40-m-high scoria cone	scorie	cône	2	ainsi , entre -100 000 ans et -8 000 ans , quelques dizaines de cônes de scories entourés de leurs coulées se sont construits
scoria	cone	3	two end-member genetic types of airfall deposits are recognize : scoria-fall deposits -- these are derived from strombolian eruptions of scoria cones	scorie	cône	3	80 d entre eux sont des cônes de scories de type strombolien résultant chacun d une éruption unique édifices monogéniques
scoria	cone	4	typically , these eruptions form scoria cones composed of basaltic pryoclasts	scorie	cône	4	ici le cône de scories du pariou , vieux de 9 000 ans , édifié en quelques mois d éruption
scoria	cone	5	many inactive scoria cones , on the other hand , may be viewed as extinct shortly after they erupt , because such volcanoes are typically monogenetic and only erupt once	scorie	cône	5	exploitation de la pouzzolane du volcan de lemptegy spatter cone , cône de scories soudées
scoria	cone	6	scoria cones are composed almost wholly of ejected basaltic tephra	scorie	cône	6	on aperçoit au fond un petit cône de scories ; la terrasse , qui surplombe en arrière-plan , est le reste d un ancien niveau du plancher du cratère
scoria	cone	7	unlike the other two main volcano types , scoria cones have straight sides and very large summit craters , with respect to their relatively small edifices	scorie	cône		
scoria	cone	8	the form and composition of the three main volcano types are summarized her : volcano typ : scoria cone , shield volcano , stratovolcano eruption type : strombolian , hawaiian , plinian	scorie	cône		
scoria	cone	9	scoria cones are generated by strombolian eruptions , which produce eruptive columns of basalt tephra generally only a few hundred meters high	scorie	cône		
scoria	cone	10	lava flows , for example , are more common in relatively non-explosive basaltic eruptions associated with sheild volcanoes , scoria cones , and fissures	scorie	cône		
scoria	cone	11	where scoria cones have been breached , they typically reveal red-oxidized interiors	scorie	cône		
scoria	cone	12	basaltic lava flows erupt primarily from shield volcanoes , fissure systems , and scoria cones	scorie	cône		
scoria	cone	13	scoria cones	scorie	cône		
scoria	cone	14	many scoria cones are monogenetic in that they only erupt once , in contrast to shield volcanoes and stratovolcanoes	scorie	cône		
scoria	cone	15	an exception is the cerro negro volcano in nicaragua , which is the earth s most historically active scoria cone	scorie	cône		
scoria	cone	16	scoria cones , also known as cinder cones , are the most common type of volcano	scorie	cône		
scoria	cone	17	the edifice has very steep slopes , up to 35 degrees , although older eroded scoria cones typically have gentler slopes , from 15 to 20 degrees	scorie	cône		
scoria	cone	18	pyroclastic deposits are minor < 1% and of limited dispersal , generally from flank eruptions associated with parasitic scoria cones , or from rare , localized hydrovolcanic eruptions	scorie	cône		
scoria	cone	19	the final height of the scoria cone was 424 m	scorie	cône		
scoria	cone	20	the lunar scoria cones are similar in size to terrestrial scoria cones , and they appear to be associated with older fissure systems	scorie	cône		
scoria	cinder	1	another category of ejecta far more common than volcanic bombs is scoria or cinder , which refers to lapilli- or bomb-size irregular fragments of frothy lava	scorie	cendre	1	il s agit de cônes de laves , où les scories , les cendres et les lapillis n interviennent que peu
scoria	cinder			scorie	cendre	2	en arrivant à la surface , le magma se dissocie en : - des produits liquides : laves ; - des produits solides ou solidifiés : blocs , bombes , scories , cendres , etc
scoria	cinder			scorie	cendre	3	a stông , une grande ferme viking du xiiè siècle a été , telle une villa de pompéi , exhumée des cendres et des scories par des archéologues scandinaves
scoria	cinder			scorie	cendre	4	la grande fissure se ferma partiellement et l émission de laves se localisa en quelques points le long de la fissure : il se forma là de petits cônes de cendres et de scories
scoria	cinder			scorie	cendre	5	lorsque la pression dépasse la résistance du bouchon , une violente explosion projette des cendres , des scories , des bombes à plusieurs kilomètres de hauteur
scoria	cinder			scorie	cendre	6	enveloppé d un manteau de glace , son cône parfait est saupoudré de scories et de cendres
scoria	cinder			scorie	cendre	7	lorsque les magmas parviennent à la surface de la croûte terrestre par un ou plusieurs conduits appelés cheminées , ils libèrent : des liquides ou laves ; des produits solides ou solidifiés : blocs , bombes , scories , cendres , etc
scoria	bomb	1	another category of ejecta far more common than volcanic bombs is scoria or cinder , which refers to lapilli- or bomb-size irregular fragments of frothy lava	scorie	bombe	1	en arrivant à la surface , le magma se dissocie en : - des produits liquides : laves ; - des produits solides ou solidifiés : blocs , bombes , scories , cendres , etc
scoria	bomb			scorie	bombe	2	lorsque la pression dépasse la résistance du bouchon , une violente explosion projette des cendres , des scories , des bombes à plusieurs kilomètres de hauteur
scoria	bomb			scorie	bombe	3	un cône se forme par des dépôts successifs de coulées de lave et de matériaux explosifs cendres , bombes , scories
scoria	bomb			scorie	bombe	4	pas ou peu de coulées , relief , cône formé par l accumulation de brèches , produits , cendres , scories , bombes , caractéristiques , violentes explosions
scoria	bomb			scorie	bombe	5	lorsque les magmas parviennent à la surface de la croûte terrestre par un ou plusieurs conduits appelés cheminées , ils libèrent : des liquides ou laves ; des produits solides ou solidifiés : blocs , bombes , scories , cendres , etc
scoria	bomb			scorie	bombe	6	ce genre de crise est spécifique aux volcans gris , explosifs , qui crachent aussi des bombes et des scories
scoria	fragment	1	thus , they are chilled and solid by the time they hit the ground , where they accumulate as cindery fragments called scoria	scorie	fragment	1	aujourd hui encore , toutes les 10 minutes environ , l une des cinq bouches éruptives du cratère émet des panaches incandescents de scories , fragments de lave poreux , en de superbes paraboles de feu
scoria	fragment	2	instead , strombolian eruptions are dominated by scoria fragments , which are highly vesiculated clasts of basalt with a cindery appearance	scorie	fragment	2	scories , fragments de magma pleins de petits trous et de formes très irrégulières projetés violemment par le volcan
